X;tag;Ammonia;Apple;Apricot;Berry;Blue.Cheese;Blueberry;Butter;Cheese;Chemical;Chestnut;Citrus;Coffee;Diesel;Earthy;Flowery;Grape;Grapefruit;Honey;Lavender;Lemon;Lime;Mango;Menthol;Mint;Nutty;Orange;Peach;Pear;Pepper;Pine;Pineapple;Plum;Pungent;Rose;Sage;Skunk;Spicy.Herbal;Strawberry;Sweet;Tar;Tea;Tobacco;Tree;Fruit;Tropical;Vanilla;Violet;Woody;categoria.x;Aroused;Creative;Energetic;Euphoric;Focused;Giggly;Happy;Hungry;Relaxed;Sleepy;Talkative;Tingly;Uplifted;Anxious;Dizzy;Dry.Eyes;Dry.Mouth;Headache;Paranoid;categoria.y;Delta9.THC;CBD;CBN;CBG;CBC;THCV;CBDa;Delta8.THC;CBGa;THCa;Delta9.THCa;D.Limonene;Beta.Ocimene;Beta.Myrcene;Beta.Pinene;Linalool;Alpha.Pinene;Caryophyllene;Camphene;Carene;Eucalyptol;Terpinolene;Geraniol;TransNerolidol;Guaiol;CaryophylleneOxide;Alpha.Bisabolol;Beta.Caryophyllene;p.Cymene;Alpha.Terpinene;Gamma.Terpinene;mistery.Terpinene;Humulene
147;star-killer;0;0;0.042253521;0.098591549;0;0.014084507;0.014084507;0.014084507;0.042253521;0;0.253521127;0;0.126760563;0.422535211;0.183098592;0.056338028;0;0.042253521;0.070422535;0.38028169;0.070422535;0;0.014084507;0.084507042;0.028169014;0;0;0;0.014084507;0.197183099;0;0.014084507;0.352112676;0;0;0.112676056;0.267605634;0.014084507;0.281690141;0;0.042253521;0;0;0;0.014084507;0.014084507;0.014084507;0.098591549;Indica;0.149122807;0.184210526;0.105263158;0.51754386;0.219298246;0.210526316;0.535087719;0.271929825;0.789473684;0.543859649;0.070175439;0.149122807;0.271929825;0.043859649;0.035087719;0.157894737;0.210526316;0.026315789;0.043859649;Indica;16.93666667;0.103333333;0.11;0.615;0.315;0.101666667;0.01;0.01;0.01;23.84;NA;0.235;0.015;0.363333333;0.05;0.085;0.026666667;0.256;0.008333333;NA;NA;0.003333333;NA;NA;0.006666667;NA;0.025;0.08;NA;NA;NA;NA;0.055
148;stardawg;0.02027027;0.013513514;0;0.013513514;0;0.013513514;0.013513514;0.027027027;0.148648649;0.006756757;0.155405405;0.02027027;0.472972973;0.425675676;0.141891892;0;0;0.027027027;0.013513514;0.087837838;0.060810811;0.006756757;0.013513514;0.040540541;0.006756757;0.006756757;0.013513514;0;0.013513514;0.263513514;0.006756757;0;0.283783784;0.013513514;0.006756757;0.148648649;0.074324324;0;0.175675676;0.033783784;0.027027027;0;0.027027027;0.027027027;0.054054054;0.013513514;0;0.182432432;Hybrid;0.138211382;0.402439024;0.341463415;0.589430894;0.353658537;0.219512195;0.630081301;0.414634146;0.532520325;0.138211382;0.325203252;0.243902439;0.532520325;0.073170732;0.130081301;0.158536585;0.333333333;0.028455285;0.036585366;Hybrid;0.77;0.01;0.01;0;0.02;0.01;0.01;0.01;0.28;19.99;NA;0.67;NA;0.8;0.11;NA;0.04;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.13;0.77;NA;NA;NA;NA;0.24
149;strawberry-blue;0;0;0;0.315789474;0.052631579;0.157894737;0;0.052631579;0.026315789;0;0.026315789;0;0.026315789;0.052631579;0.052631579;0;0;0.026315789;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.078947368;0;0;0.026315789;0;0.815789474;0.394736842;0;0;0.026315789;0;0;0.026315789;0;0.026315789;0;Sativa;0.37037037;0.259259259;0.481481481;0.444444444;0.296296296;0.185185185;0.666666667;0.185185185;0.37037037;0.074074074;0.222222222;0.111111111;0.444444444;0;0.037037037;0.148148148;0.222222222;0.037037037;0;Sativa;15.2;0;0.1;2.14;0.15;0;NA;NA;NA;NA;NA;0.11;0.1;0.01;0.11;0.02;0.23;0.03;NA;NA;NA;0.34;NA;NA;0.02;NA;0.03;NA;NA;NA;NA;NA;NA
150;strawberry-diesel;0;0;0;0.072916667;0;0.005208333;0.010416667;0;0.026041667;0;0.010416667;0;0.828125;0.057291667;0.026041667;0;0;0.015625;0;0;0;0;0.005208333;0;0;0;0.005208333;0;0;0.015625;0.005208333;0;0.098958333;0;0;0.015625;0.015625;0.864583333;0.25;0;0;0;0;0;0;0;0;0.020833333;Hybrid;0.101910828;0.356687898;0.343949045;0.515923567;0.292993631;0.248407643;0.732484076;0.203821656;0.503184713;0.089171975;0.299363057;0.197452229;0.617834395;0.044585987;0.044585987;0.191082803;0.356687898;0.044585987;0.076433121;Hybrid;5.5;0;0.01;0.25;0.01;0.03;NA;NA;NA;NA;NA;0.05;NA;0.13;0.01;0.02;0.01;0.21;NA;NA;NA;NA;NA;NA;NA;NA;0.01;NA;NA;NA;NA;NA;0.09
151;strawberry-og;0;0;0;0.294117647;0;0.058823529;0;0;0;0;0;0;0.176470588;0.058823529;0.058823529;0;0;0;0;0.058823529;0;0;0;0.058823529;0;0;0;0;0;0.058823529;0.058823529;0;0;0;0;0.117647059;0.058823529;0.941176471;0.294117647;0;0.058823529;0;0.117647059;0.117647059;0.058823529;0;0;0.058823529;Hybrid;0.153846154;0.307692308;0.538461538;0.384615385;0.076923077;0.230769231;0.538461538;0.538461538;0.230769231;0.076923077;0.076923077;0.076923077;0.307692308;0;0.153846154;0.076923077;0.076923077;0.076923077;0;Hybrid;0.47;0.01;0.01;0.15;0.05;0.01;0.01;0.01;0.67;22.49;NA;0.31;NA;0.22;0.06;0.03;0.03;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.02;0.35;NA;NA;NA;NA;0.07
152;sugar-black-rose;0;0.006711409;0;0.073825503;0;0.006711409;0;0;0.013422819;0.006711409;0.046979866;0.026845638;0;0.167785235;0.187919463;0.020134228;0.013422819;0.006711409;0.006711409;0.013422819;0.006711409;0.006711409;0;0.013422819;0.026845638;0;0.006711409;0;0.013422819;0.053691275;0.006711409;0.013422819;0.067114094;0.738255034;0.006711409;0.067114094;0.040268456;0.013422819;0.302013423;0;0.020134228;0.020134228;0.013422819;0.013422819;0.040268456;0.013422819;0.006711409;0.053691275;Indica;0.060606061;0.151515152;0.070707071;0.444444444;0.181818182;0.171717172;0.636363636;0.181818182;0.808080808;0.393939394;0.141414141;0.191919192;0.404040404;0.02020202;0.090909091;0.161616162;0.232323232;0.01010101;0.02020202;Indica;20.2;0.14;0.11;1.06;0.34;0.12;NA;NA;NA;NA;NA;0.11;NA;0.17;0.03;0.07;0.01;0.16;NA;NA;NA;NA;NA;NA;NA;NA;0.02;NA;NA;NA;NA;NA;0.05
153;sugar-cookie;0.026666667;0;0.026666667;0.12;0;0;0.013333333;0.013333333;0;0;0.08;0.026666667;0;0.306666667;0.04;0.013333333;0;0.026666667;0;0.04;0.013333333;0;0;0.16;0.026666667;0;0;0.013333333;0.026666667;0.133333333;0;0;0.053333333;0;0;0.04;0.053333333;0.013333333;0.693333333;0.013333333;0.013333333;0;0.053333333;0.026666667;0.106666667;0.146666667;0;0.106666667;Hybrid;0.111111111;0.231481481;0.222222222;0.37962963;0.277777778;0.185185185;0.601851852;0.185185185;0.75;0.407407407;0.175925926;0.12962963;0.398148148;0.009259259;0.046296296;0.12037037;0.166666667;0.037037037;0.009259259;Hybrid;26.4;0.02;0.13;1.12;0.29;0.14;NA;NA;NA;NA;NA;0.18;NA;0.1;0.03;0.05;0.02;0.09;0.01;NA;NA;NA;NA;NA;0.04;NA;NA;NA;NA;NA;NA;NA;0.02
154;sunshine;0;0;0;0.083333333;0;0;0;0;0;0;0.75;0;0;0.25;0.166666667;0.083333333;0.083333333;0;0;0.166666667;0.083333333;0;0;0;0;0.166666667;0.083333333;0;0;0.083333333;0.083333333;0;0;0;0;0.083333333;0;0;0.583333333;0;0;0;0;0.083333333;0.416666667;0;0;0.166666667;Sativa;0.173913043;0.608695652;0.652173913;0.52173913;0.434782609;0.260869565;0.826086957;0;0.304347826;0.086956522;0.217391304;0.086956522;0.739130435;0.130434783;0.043478261;0.086956522;0.086956522;0;0;Sativa;12.66;0.08;0.045;0.36;0.27;0.085;0.19;0.01;0.65;22.88;NA;0.31;0.08;0.93;0.14;0.17;0.08;0.17;0.025;NA;NA;0.015;NA;0.05;NA;NA;0.01;0.405;NA;NA;NA;NA;0.1175
155;sunshine-daydream;0;0;0;0.344827586;0;0.172413793;0.034482759;0;0;0.034482759;0.172413793;0.068965517;0.24137931;0.310344828;0.137931034;0.068965517;0.034482759;0;0.034482759;0.034482759;0;0;0;0;0.103448276;0.068965517;0;0;0.068965517;0.103448276;0;0;0.172413793;0.034482759;0.034482759;0.103448276;0.068965517;0;0.344827586;0.034482759;0.103448276;0.068965517;0.068965517;0;0.068965517;0;0;0.172413793;Indica;0.097560976;0.243902439;0.12195122;0.585365854;0.097560976;0.097560976;0.56097561;0.292682927;0.780487805;0.341463415;0.170731707;0.219512195;0.390243902;0.073170732;0.073170732;0.170731707;0.268292683;0.048780488;0.024390244;Indica;3.487777778;0.028888889;0.027777778;0.237777778;0.056666667;0.028888889;0.11625;0.01;0.9425;25.74;28.1;0.385;0.00625;0.14375;0.0725;0.06625;0.04625;0.245;0.01125;NA;NA;0.01;NA;0.008333333;NA;NA;0.02375;0.181666667;NA;NA;NA;0.005;0.065
156;super-blue-dream;0.018181818;0.018181818;0;0.363636364;0.018181818;0.654545455;0.018181818;0.018181818;0.018181818;0.018181818;0.218181818;0;0;0.254545455;0.072727273;0.090909091;0.018181818;0;0;0.036363636;0;0.018181818;0;0.018181818;0.036363636;0.018181818;0;0.018181818;0;0.054545455;0.018181818;0;0.127272727;0;0.018181818;0.127272727;0.018181818;0;0.454545455;0;0.072727273;0.018181818;0.018181818;0.018181818;0.036363636;0.036363636;0;0.018181818;Hybrid;0.152380952;0.40952381;0.40952381;0.523809524;0.352380952;0.266666667;0.628571429;0.266666667;0.514285714;0.133333333;0.314285714;0.161904762;0.542857143;0.028571429;0.085714286;0.20952381;0.323809524;0.057142857;0.057142857;Hybrid;16.9;0.05;0.063333333;0.393333333;0.476666667;0.063333333;NA;NA;NA;NA;NA;0.213333333;0.006666667;0.52;0.14;0.08;0.22;0.443333333;0.003333333;NA;0.003333333;0.003333333;NA;0.06;NA;NA;0.08;NA;NA;NA;NA;NA;0.183333333
157;super-green-crack;0;0.117647059;0;0.058823529;0.176470588;0;0.058823529;0.235294118;0;0;0.529411765;0.058823529;0.176470588;0.294117647;0;0.117647059;0.117647059;0.058823529;0;0.352941176;0.176470588;0;0.058823529;0.176470588;0;0.117647059;0;0;0;0.235294118;0.058823529;0;0.235294118;0;0.058823529;0.294117647;0;0.058823529;0.235294118;0;0.058823529;0;0.058823529;0.058823529;0.058823529;0;0;0.058823529;Sativa;0.217391304;0.52173913;0.760869565;0.586956522;0.586956522;0.152173913;0.717391304;0.108695652;0.152173913;0.02173913;0.369565217;0.173913043;0.630434783;0.02173913;0.043478261;0.152173913;0.391304348;0.065217391;0.043478261;Sativa;14.8;0.11;0.08;0.85;0.19;0.07;NA;NA;NA;NA;NA;0.13;0.19;0.56;0.1;0.1;0.35;0.13;NA;NA;NA;NA;NA;0.02;NA;NA;0.04;NA;NA;NA;NA;NA;NA
158;super-lemon-haze;0.006554989;0.001456664;0.000728332;0.002184996;0.002184996;0;0.003641661;0.002913328;0.01019665;0.000728332;0.246176256;0.002184996;0.01019665;0.070648216;0.031318281;0.016023307;0.016023307;0.007283321;0.003641661;0.94173343;0.037144938;0.006554989;0.006554989;0.01383831;0.003641661;0.01383831;0;0.003641661;0.011653314;0.050983248;0.007283321;0.001456664;0.060451566;0.004369993;0.007283321;0.039329934;0.025491624;0.000728332;0.163874727;0.001456664;0.01019665;0.002913328;0.01019665;0.01019665;0.022578296;0.002184996;0.000728332;0.017479971;Sativa;0.13654224;0.468565815;0.614931238;0.549115914;0.383104126;0.195481336;0.620825147;0.213163065;0.321218075;0.066797642;0.303536346;0.141453831;0.603143418;0.061886051;0.07956778;0.197445972;0.329076621;0.046168959;0.089390963;Sativa;9.3225;0.035;0.0275;0.315;0.06;0.0325;0.01;0.01;1.27;17.92;NA;0.05;0.145;0.3575;0.0575;0.02;0.0925;0.355;0.005;0.0125;0.005;0.3775;NA;0.02;NA;NA;0.0175;0.155;0.005;0.01;0.005;0.01;0.065
159;super-silver-haze;0.010309278;0;0;0.030927835;0;0;0.041237113;0.041237113;0.020618557;0;0.453608247;0;0;0.329896907;0.103092784;0.010309278;0.010309278;0.020618557;0;0.12371134;0.030927835;0;0.030927835;0.072164948;0.041237113;0.072164948;0;0;0.020618557;0.24742268;0.051546392;0;0.268041237;0.041237113;0.010309278;0.113402062;0.164948454;0;0.422680412;0;0.020618557;0.010309278;0.030927835;0.030927835;0.164948454;0.010309278;0;0.154639175;Sativa;0.130769231;0.530769231;0.611538462;0.626923077;0.415384615;0.269230769;0.65;0.219230769;0.265384615;0.011538462;0.361538462;0.161538462;0.719230769;0.057692308;0.119230769;0.219230769;0.376923077;0.019230769;0.115384615;Sativa;0.75;0.01;0.01;0.21;0.01;0.01;0.39;0.01;1.62;23.06;NA;0.11;NA;0.84;0.08;NA;0.15;NA;0.02;NA;NA;0.01;NA;NA;0.03;NA;0.02;0.04;NA;NA;NA;NA;NA
160;super-skunk;0.002739726;0;0;0.008219178;0;0;0;0.024657534;0.008219178;0.002739726;0.043835616;0;0.038356164;0.216438356;0.046575342;0.005479452;0.005479452;0.002739726;0.005479452;0.010958904;0.002739726;0;0;0.005479452;0.008219178;0.005479452;0;0;0.008219178;0.046575342;0.005479452;0.005479452;0.169863014;0.005479452;0.016438356;0.904109589;0.02739726;0;0.189041096;0.035616438;0.002739726;0.035616438;0.01369863;0.008219178;0.005479452;0.002739726;0;0.052054795;Indica;0.085409253;0.263345196;0.160142349;0.537366548;0.185053381;0.181494662;0.555160142;0.288256228;0.640569395;0.37366548;0.185053381;0.145907473;0.327402135;0.039145907;0.106761566;0.327402135;0.462633452;0.021352313;0.103202847;Indica;19.2;0.02;0.04;0.52;0.21;0.03;NA;NA;NA;NA;NA;0.08;0.03;0.63;0.02;0.07;0.02;0.15;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.06
161;super-sour-diesel;0.002770083;0.002770083;0.005540166;0.002770083;0;0.002770083;0;0.002770083;0.052631579;0;0.094182825;0.008310249;0.864265928;0.155124654;0.019390582;0.008310249;0.008310249;0;0.002770083;0.03601108;0.041551247;0.002770083;0;0.008310249;0.005540166;0.013850416;0.008310249;0;0.016620499;0.041551247;0;0.002770083;0.191135734;0.002770083;0.019390582;0.066481994;0.030470914;0;0.102493075;0.002770083;0.005540166;0.011080332;0.008310249;0.008310249;0.002770083;0;0;0.041551247;Sativa;0.148550725;0.474637681;0.507246377;0.597826087;0.456521739;0.188405797;0.576086957;0.163043478;0.452898551;0.083333333;0.278985507;0.141304348;0.576086957;0.06884058;0.072463768;0.257246377;0.391304348;0.043478261;0.079710145;Sativa;19.56666667;0.1;0.073333333;0.683333333;0.376666667;0.153333333;NA;NA;NA;NA;NA;0.403333333;NA;0.09;0.07;0.066666667;0.033333333;0.306666667;0.003333333;NA;NA;NA;NA;NA;NA;NA;0.063333333;NA;NA;NA;NA;NA;0.12
162;super-sour-og;0;0;0;0.111111111;0;0;0;0;0;0;0.333333333;0;0.444444444;0.444444444;0;0;0;0;0;0.444444444;0.111111111;0;0;0;0;0;0;0;0;0.222222222;0;0;0.111111111;0;0;0;0;0;0.333333333;0;0;0;0;0;0;0;0;0;Hybrid;0.142857143;0.142857143;0.142857143;0.428571429;0.428571429;0.428571429;0.785714286;0.071428571;0.642857143;0;0.214285714;0.071428571;0.428571429;0;0;0.071428571;0.214285714;0;0;Hybrid;32.7;0.05;0.14;0.33;0.12;0.54;NA;NA;NA;NA;NA;0.74;0.08;0.8;0.11;0.17;0.08;0.27;NA;NA;NA;NA;NA;NA;NA;NA;0.07;NA;NA;NA;NA;NA;0.09
163;tahoe-og;0.054054054;0;0;0.081081081;0.009009009;0.018018018;0;0.009009009;0.027027027;0.036036036;0.243243243;0.063063063;0.054054054;0.576576577;0.09009009;0.018018018;0.018018018;0.027027027;0;0.198198198;0.018018018;0.018018018;0;0.018018018;0.027027027;0.009009009;0;0;0.027027027;0.495495495;0;0;0.288288288;0.009009009;0.027027027;0.171171171;0.09009009;0;0.108108108;0.027027027;0.108108108;0.027027027;0.018018018;0;0.081081081;0.018018018;0;0.324324324;Hybrid;0.155172414;0.25862069;0.063218391;0.597701149;0.195402299;0.149425287;0.586206897;0.373563218;0.82183908;0.586206897;0.068965517;0.212643678;0.425287356;0.028735632;0.109195402;0.126436782;0.333333333;0.005747126;0.040229885;Hybrid;7.825;0.29;0.05;0.985;0.095;0.04;0.23;0.01;0.52;13.29;NA;0.125;0.01;1.04;0.13;0.08;0.325;0.07;NA;NA;NA;NA;NA;NA;NA;NA;0.025;0.03;NA;NA;NA;NA;0.02
164;tangerine-dream;0.013422819;0;0.026845638;0.013422819;0.003355705;0;0.003355705;0.003355705;0.016778523;0.003355705;0.755033557;0.010067114;0.016778523;0.248322148;0.090604027;0.053691275;0.046979866;0.013422819;0.003355705;0.077181208;0.036912752;0.023489933;0.006711409;0.010067114;0.003355705;0.593959732;0.020134228;0.013422819;0.013422819;0.093959732;0.013422819;0.010067114;0.140939597;0.003355705;0.003355705;0.05704698;0.036912752;0;0.453020134;0.003355705;0.020134228;0.010067114;0.090604027;0.087248322;0.151006711;0.006711409;0.003355705;0.030201342;Hybrid;0.127615063;0.334728033;0.466527197;0.621338912;0.320083682;0.236401674;0.652719665;0.205020921;0.516736402;0.125523013;0.263598326;0.173640167;0.566945607;0.050209205;0.071129707;0.175732218;0.274058577;0.041841004;0.052301255;Hybrid;5.753333333;0.058333333;0.048333333;0.291666667;0.17;0.033333333;0.115;0.01;1.3525;20.1525;NA;0.206666667;0.068333333;0.206666667;0.035;0.066666667;0.021666667;0.37;0.01;NA;NA;0.065;NA;0.02;0.026666667;0.001666667;0.026666667;0.1875;NA;NA;NA;NA;0.105
165;tangerine-haze;0.011494253;0;0.022988506;0.068965517;0.011494253;0;0.057471264;0.011494253;0.022988506;0;0.908045977;0.011494253;0.103448276;0.16091954;0.114942529;0.068965517;0.068965517;0;0;0.137931034;0.034482759;0.045977011;0;0.034482759;0.011494253;0.574712644;0.022988506;0;0.011494253;0.057471264;0.011494253;0;0.103448276;0;0;0.034482759;0.091954023;0;0.436781609;0.022988506;0;0.011494253;0.022988506;0.022988506;0.264367816;0;0;0.068965517;Hybrid;0.140350877;0.368421053;0.535087719;0.631578947;0.315789474;0.280701754;0.745614035;0.192982456;0.421052632;0.105263158;0.315789474;0.210526316;0.666666667;0.035087719;0.078947368;0.087719298;0.210526316;0.026315789;0.061403509;Hybrid;2.835;0.01;0.01125;0.055;0.02;0.01;0.01;0.01;0.464285714;18.16285714;NA;0.37875;0.02375;0.14625;0.0875;0.09375;0.10625;0.15;0.025;NA;NA;0.015;NA;NA;0.0425;0.0025;0.04125;0.15;NA;NA;NA;0.004285714;0.041428572
166;tangerine-power;0;0;0.083333333;0.111111111;0;0.055555556;0;0;0;0;0.722222222;0;0;0.083333333;0.027777778;0;0;0;0;0.055555556;0;0;0;0;0.027777778;0.555555556;0.027777778;0;0;0.055555556;0;0;0.138888889;0;0;0.083333333;0;0;0.5;0;0;0;0.083333333;0.083333333;0.166666667;0.027777778;0;0.027777778;Hybrid;0.093023256;0.465116279;0.255813953;0.627906977;0.302325581;0.139534884;0.720930233;0.046511628;0.790697674;0.186046512;0.302325581;0.348837209;0.488372093;0.046511628;0.046511628;0.162790698;0.186046512;0.023255814;0.023255814;Hybrid;17.3;0.01;0.08;0.61;0.05;0.03;NA;NA;NA;NA;NA;0.05;0.01;0.15;0.05;NA;0.1;0.08;NA;NA;NA;0.03;NA;NA;0.01;NA;0.01;NA;NA;NA;NA;NA;0.02
167;tangilope;0;0;0;0;0;0;0;0;0;0;0.627906977;0.046511628;0;0.139534884;0.023255814;0.139534884;0.139534884;0.023255814;0;0.069767442;0;0.139534884;0.023255814;0.023255814;0;0.581395349;0.046511628;0;0;0.046511628;0.023255814;0;0;0;0.023255814;0;0.023255814;0.046511628;0.325581395;0.023255814;0;0;0;0;0.186046512;0;0.023255814;0.023255814;Sativa;0.140625;0.34375;0.5;0.515625;0.34375;0.265625;0.765625;0.0625;0.28125;0;0.375;0.078125;0.640625;0;0.015625;0.046875;0.1875;0;0.046875;Sativa;13.3;0.01;0.03;1;0.14;0.1;NA;NA;NA;NA;NA;0.34;0.14;0.1;0.09;0.07;0.09;0.14;0.01;NA;NA;NA;NA;NA;0.07;NA;0.03;NA;NA;NA;NA;NA;0.05
168;the-white;0.00990099;0.01980198;0;0;0;0.03960396;0.01980198;0.00990099;0.069306931;0;0.03960396;0;0.099009901;0.554455446;0.108910891;0.03960396;0.03960396;0.02970297;0.03960396;0.04950495;0.01980198;0;0.04950495;0.089108911;0.00990099;0;0.00990099;0.00990099;0.059405941;0.396039604;0.01980198;0;0.217821782;0.00990099;0;0.118811881;0.099009901;0.00990099;0.326732673;0.00990099;0.02970297;0;0.00990099;0.00990099;0.099009901;0.00990099;0;0.247524752;Hybrid;0.115789474;0.315789474;0.157894737;0.557894737;0.284210526;0.173684211;0.552631579;0.252631579;0.663157895;0.405263158;0.168421053;0.147368421;0.421052632;0.073684211;0.142105263;0.136842105;0.278947368;0.031578947;0.031578947;Hybrid;24.6;0.02;0.05;0.3;0.15;0.08;NA;NA;NA;NA;NA;0.34;NA;0.45;0.075;0.05;0.045;0.61;0.02;NA;NA;0.015;NA;NA;NA;0.005;0.03;0.64;NA;NA;NA;NA;0.195
169;thin-mint;0.001904762;0.001904762;0.001904762;0.011428571;0;0.001904762;0.019047619;0.005714286;0.00952381;0;0.013333333;0.005714286;0.013333333;0.171428571;0.060952381;0.015238095;0.001904762;0.00952381;0.011428571;0.013333333;0.005714286;0;0.051428571;0.92;0.020952381;0.005714286;0;0;0.019047619;0.07047619;0;0;0.083809524;0.005714286;0.022857143;0.041904762;0.051428571;0;0.285714286;0;0.017142857;0.007619048;0.00952381;0.007619048;0.005714286;0.013333333;0.003809524;0.053333333;Hybrid;0.155672823;0.350923483;0.279683377;0.591029024;0.250659631;0.253298153;0.601583113;0.245382586;0.7176781;0.237467018;0.250659631;0.240105541;0.572559367;0.036939314;0.065963061;0.139841689;0.279683377;0.007915567;0.042216359;Hybrid;17.5;0.13;0.15;1.02;0.275;0.135;NA;NA;NA;NA;NA;0.085;NA;0.015;0.015;0.085;0.005;0.31;NA;NA;NA;NA;NA;NA;NA;NA;0.015;NA;NA;NA;NA;NA;0.075
170;tina-danza;0.142857143;0;0.142857143;0.285714286;0;0;0;0;0.142857143;0;0.142857143;0;0;0.428571429;0;0.142857143;0;0;0;0.285714286;0.142857143;0;0;0;0.142857143;0;0;0;0;0.571428571;0;0;0.142857143;0;0;0.142857143;0.142857143;0;0;0;0;0;0;0;0;0;0;0;Hybrid;0.083333333;0;0.166666667;0.5;0.25;0.083333333;0.583333333;0.166666667;0.833333333;0.333333333;0.166666667;0.166666667;0.416666667;0;0.083333333;0;0.166666667;0;0;Hybrid;17.25;0.155;0.115;1.345;0.175;0.135;NA;NA;NA;NA;NA;0.14;0.145;0.485;0.12;0.03;0.3;0.075;0.005;0.005;NA;0.275;NA;NA;NA;NA;NA;NA;NA;0.015;0.01;NA;0.01
171;tora-bora;0;0;0;0.2;0.028571429;0.114285714;0;0.028571429;0.085714286;0;0.028571429;0.028571429;0.085714286;0.714285714;0.114285714;0.114285714;0;0.057142857;0.171428571;0.085714286;0;0;0;0;0.028571429;0.028571429;0;0.085714286;0.028571429;0.228571429;0.028571429;0.057142857;0.371428571;0.028571429;0;0.314285714;0.257142857;0.057142857;0.085714286;0;0.057142857;0;0.085714286;0.085714286;0.057142857;0;0;0.2;Indica;0.081632653;0.142857143;0.020408163;0.367346939;0.163265306;0.183673469;0.530612245;0.183673469;0.87755102;0.571428571;0.040816327;0.265306122;0.224489796;0;0;0.163265306;0.224489796;0.020408163;0.020408163;Indica;5.1;8.68;0.01;0.49;0.25;0.02;NA;NA;NA;NA;NA;0.27;NA;0.42;0.13;0.18;0.08;0.97;NA;NA;0.01;0.01;NA;0.17;NA;NA;0.19;NA;NA;NA;NA;NA;0.43
172;training-day;0;0;0;0.181818182;0;0;0;0;0.090909091;0;0.090909091;0;0;0.545454545;0.181818182;0.181818182;0;0;0;0;0.090909091;0;0;0;0;0;0;0;0;0.272727273;0;0;0.181818182;0;0;0;0.181818182;0;0.363636364;0;0;0;0.090909091;0.090909091;0;0;0;0.181818182;Indica;0;0.148148148;0.037037037;0.555555556;0.222222222;0.185185185;0.62962963;0.259259259;0.851851852;0.407407407;0.037037037;0.148148148;0.222222222;0;0.111111111;0.111111111;0.111111111;0.037037037;0;Indica;18.8;0.245;0.13;1.49;0.325;0.07;NA;NA;NA;NA;NA;0.105;0.095;0.205;0.1;0.02;0.07;0.075;NA;0.015;NA;0.55;NA;NA;NA;NA;0.005;NA;NA;0.015;0.01;NA;0.015
173;triangle-kush;0;0;0;0.064516129;0;0;0;0;0.129032258;0.032258065;0.161290323;0.032258065;0.193548387;0.677419355;0.193548387;0.129032258;0.064516129;0;0.032258065;0.064516129;0;0;0;0.129032258;0.032258065;0;0;0;0;0.225806452;0;0;0.35483871;0;0.064516129;0.129032258;0.129032258;0;0.516129032;0;0.064516129;0;0.032258065;0.032258065;0.096774194;0;0;0.322580645;Indica;0.111111111;0.333333333;0.133333333;0.733333333;0.355555556;0.355555556;0.555555556;0.266666667;0.8;0.422222222;0.222222222;0.333333333;0.377777778;0.111111111;0.177777778;0.177777778;0.266666667;0.155555556;0.066666667;Indica;20.91666667;0.136666667;0.126666667;0.858333333;0.216666667;0.115;NA;NA;NA;NA;NA;0.251666667;0.023333333;0.638333333;0.066666667;0.101666667;0.12;0.285;0.006666667;NA;NA;0.003333333;NA;NA;NA;NA;0.026666667;NA;NA;NA;NA;NA;0.09
174;tutankhamon;0.031746032;0.063492063;0.015873016;0.031746032;0;0.047619048;0.015873016;0.015873016;0.031746032;0.015873016;0.396825397;0.047619048;0.079365079;0.428571429;0.301587302;0.047619048;0.031746032;0.047619048;0;0.111111111;0.031746032;0.063492063;0;0.031746032;0.047619048;0.079365079;0.031746032;0.015873016;0.031746032;0.142857143;0.015873016;0.015873016;0.26984127;0.031746032;0.015873016;0.492063492;0.079365079;0.031746032;0.507936508;0;0.015873016;0;0.047619048;0.047619048;0.111111111;0.015873016;0.031746032;0.111111111;Sativa;0.166666667;0.4375;0.625;0.520833333;0.520833333;0.21875;0.65625;0.125;0.270833333;0.03125;0.270833333;0.15625;0.666666667;0.083333333;0.0625;0.166666667;0.291666667;0.020833333;0.0625;Sativa;17.65;0.06;0.085;0.355;0.105;0.055;NA;NA;NA;NA;NA;0.105;0.01;0.39;0.015;0.07;0.01;0.385;0.005;NA;NA;NA;NA;NA;NA;NA;0.01;NA;NA;NA;NA;NA;0.135
