X;tag;Ammonia;Apple;Apricot;Berry;Blue.Cheese;Blueberry;Butter;Cheese;Chemical;Chestnut;Citrus;Coffee;Diesel;Earthy;Flowery;Grape;Grapefruit;Honey;Lavender;Lemon;Lime;Mango;Menthol;Mint;Nutty;Orange;Peach;Pear;Pepper;Pine;Pineapple;Plum;Pungent;Rose;Sage;Skunk;Spicy.Herbal;Strawberry;Sweet;Tar;Tea;Tobacco;Tree;Fruit;Tropical;Vanilla;Violet;Woody;categoria.x;Aroused;Creative;Energetic;Euphoric;Focused;Giggly;Happy;Hungry;Relaxed;Sleepy;Talkative;Tingly;Uplifted;Anxious;Dizzy;Dry.Eyes;Dry.Mouth;Headache;Paranoid;categoria.y;Delta9.THC;CBD;CBN;CBG;CBC;THCV;CBDa;Delta8.THC;CBGa;THCa;Delta9.THCa;D.Limonene;Beta.Ocimene;Beta.Myrcene;Beta.Pinene;Linalool;Alpha.Pinene;Caryophyllene;Camphene;Carene;Eucalyptol;Terpinolene;Geraniol;TransNerolidol;Guaiol;CaryophylleneOxide;Alpha.Bisabolol;Beta.Caryophyllene;p.Cymene;Alpha.Terpinene;Gamma.Terpinene;mistery.Terpinene;Humulene
90;lemon-jack;0.024096386;0;0;0;0;0;0;0;0.036144578;0;0.204819277;0;0.048192771;0.108433735;0.036144578;0;0;0;0.012048193;0.963855422;0.048192771;0;0;0;0.012048193;0;0;0;0.036144578;0.060240964;0;0;0.084337349;0;0.012048193;0.024096386;0.060240964;0;0.072289157;0;0;0;0.012048193;0.012048193;0.048192771;0;0.012048193;0.036144578;Sativa;0.098039216;0.37254902;0.666666667;0.392156863;0.549019608;0.176470588;0.568627451;0.196078431;0.450980392;0.078431373;0.254901961;0.196078431;0.490196078;0.215686275;0.058823529;0.078431373;0.196078431;0.019607843;0.117647059;Sativa;0.38;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.89;20.03;NA;0.06;0.13;0.28;0.11;0.05;0.18;NA;0.02;0.03;NA;0.21;NA;0.05;0.05;NA;0.03;0.16;NA;0.03;NA;0.02;0.11
91;lemon-og;0.01010101;0;0;0.016835017;0.003367003;0.006734007;0;0.013468013;0.02020202;0;0.262626263;0;0.043771044;0.114478114;0.057239057;0.013468013;0.01010101;0.003367003;0.003367003;0.925925926;0.050505051;0.013468013;0;0.013468013;0;0.01010101;0;0;0.023569024;0.053872054;0.003367003;0;0.094276094;0.003367003;0.003367003;0.117845118;0.02020202;0.006734007;0.154882155;0.006734007;0.02020202;0;0.013468013;0.013468013;0.02020202;0.006734007;0.003367003;0.033670034;Hybrid;0.140909091;0.422727273;0.195454545;0.531818182;0.254545455;0.245454545;0.6;0.368181818;0.663636364;0.390909091;0.240909091;0.190909091;0.440909091;0.077272727;0.072727273;0.181818182;0.354545455;0.036363636;0.086363636;Hybrid;12.245;0.005;0.055;0.165;0.07;0.03;0.13;NA;1.6;NA;22.9;0.4;NA;0.18;0.085;0.1;0.055;0.21;0.015;NA;NA;NA;NA;NA;NA;NA;0.025;NA;NA;NA;NA;NA;0.075
92;lemon-skunk;0.009884679;0;0;0;0.013179572;0.003294893;0.006589786;0.032948929;0.016474465;0;0.263591433;0.004942339;0.02306425;0.085667216;0.037891269;0.008237232;0.001647446;0.009884679;0;0.92092257;0.044481054;0.003294893;0;0.013179572;0.003294893;0.006589786;0;0;0.004942339;0.067545305;0;0;0.112026359;0.003294893;0;0.714991763;0.011532125;0.006589786;0.131795717;0;0.008237232;0;0.009884679;0.009884679;0.036243822;0;0.001647446;0.031301483;Hybrid;0.12173913;0.330434783;0.391304348;0.567391304;0.273913043;0.269565217;0.7;0.22826087;0.458695652;0.180434783;0.304347826;0.180434783;0.565217391;0.067391304;0.076086957;0.152173913;0.27173913;0.041304348;0.065217391;Hybrid;8.614;0.006;0.03;1.09;0.074;0.02;0.403333333;0.01;1.44;21.58666667;NA;0.106;0.092;0.256;0.05;0.054;0.036;0.33;0.018;NA;NA;0.164;NA;NA;0.034;NA;0.018;0.183333333;NA;0.004;0.0025;NA;0.085
93;lime-skunk;0;0.024390244;0;0;0;0;0;0;0;0;0.317073171;0;0.024390244;0;0.097560976;0.024390244;0.024390244;0;0;0.073170732;0.902439024;0.024390244;0;0.024390244;0;0;0;0.024390244;0;0.048780488;0.024390244;0;0.097560976;0;0;0.658536585;0.024390244;0;0.073170732;0;0;0;0.024390244;0.024390244;0.048780488;0;0;0.024390244;Sativa;0.176470588;0.441176471;0.5;0.588235294;0.558823529;0.176470588;0.617647059;0.088235294;0.470588235;0.058823529;0.323529412;0.088235294;0.735294118;0.117647059;0.029411765;0.088235294;0.088235294;0;0.029411765;Sativa;10.35;0.093333333;0.09;0.956666667;0.153333333;0.536666667;0.01;0.01;1.12;11.58;NA;0.066666667;0.27;0.123333333;0.053333333;0.036666667;0.03;0.23;NA;0.003333333;NA;0.46;NA;NA;NA;NA;0.013333333;0.48;NA;NA;NA;NA;0.1075
94;locomotion;0;0.111111111;0.111111111;0;0;0;0;0;0;0;0.111111111;0;0.555555556;0.555555556;0.111111111;0;0;0;0;0;0;0.111111111;0;0;0.111111111;0.111111111;0;0;0;0.222222222;0.222222222;0.111111111;0.333333333;0;0.111111111;0;0;0.111111111;0.555555556;0;0;0;0.111111111;0.111111111;0.111111111;0;0;0.222222222;Indica;0.2;0.2;0;0.666666667;0.333333333;0.333333333;0.6;0.2;0.8;0.2;0;0.2;0.466666667;0.133333333;0;0;0.533333333;0;0.066666667;Indica;14.6;0.005;0.09;0.19;0.13;0.36;NA;NA;NA;NA;NA;0.25;0.045;0.17;0.095;0.03;0.175;0.075;0.005;0.015;NA;0.3;NA;NA;NA;NA;0.015;NA;NA;0.02;0.01;NA;0.03
95;lsd;0.015576324;0.009345794;0.009345794;0.046728972;0.012461059;0.00623053;0.009345794;0.031152648;0.062305296;0.031152648;0.280373832;0.009345794;0.137071651;0.489096573;0.127725857;0.031152648;0.021806854;0.021806854;0.015576324;0.158878505;0.049844237;0.009345794;0.009345794;0.031152648;0.052959502;0.021806854;0;0.009345794;0.018691589;0.099688474;0;0.00623053;0.314641745;0.00623053;0.018691589;0.208722741;0.124610592;0;0.31152648;0.015576324;0.009345794;0.034267913;0.037383178;0.037383178;0.049844237;0.009345794;0.021806854;0.121495327;Hybrid;0.102253033;0.424610052;0.310225303;0.686308492;0.285961872;0.221837088;0.606585789;0.232235702;0.535528596;0.199306759;0.223570191;0.225303293;0.511265165;0.093587522;0.103986135;0.180242634;0.327556326;0.048526863;0.08492201;Hybrid;0.566666667;0.01;0.01;0.163333333;0.043333333;0.01;0.19;0.01;1.14;23.86333333;NA;0.183333333;0.013333333;0.58;0.066666667;0.11;0.046666667;NA;0.023333333;0.013333333;NA;0.16;NA;0.013333333;NA;NA;0.02;0.266666667;NA;0.013333333;NA;0.01;0.11
96;lucy;0.090909091;0;0;0.090909091;0;0;0;0;0.090909091;0;0.090909091;0;0;0.363636364;0.090909091;0;0;0.090909091;0;0;0;0;0;0;0;0;0;0;0;0.272727273;0;0;0.090909091;0.090909091;0;0;0.090909091;0;0.363636364;0;0.181818182;0;0;0;0;0;0;0.181818182;Hybrid;0.066666667;0;0;0.2;0;0.133333333;0.266666667;0.133333333;0.8;0.333333333;0.066666667;0.133333333;0.333333333;0;0;0.333333333;0.4;0;0;Hybrid;5.2;8.71;0.15;0.56;0.38;0.06;NA;NA;NA;NA;NA;0.19;NA;0.17;0.02;0.03;0.01;0.09;NA;NA;NA;NA;NA;NA;0.02;NA;0.05;NA;NA;NA;NA;NA;NA
97;malawi;0;0;0;0.045454545;0;0.045454545;0;0;0;0;0.090909091;0.045454545;0;0.681818182;0.227272727;0.090909091;0.045454545;0;0;0.090909091;0;0.045454545;0;0;0;0;0;0;0.045454545;0.181818182;0.045454545;0;0.181818182;0;0;0.090909091;0.090909091;0;0.227272727;0;0.045454545;0;0;0;0.090909091;0;0;0.136363636;Sativa;0.175;0.45;0.775;0.55;0.425;0.15;0.5;0.05;0.25;0;0.325;0.15;0.675;0.075;0.075;0.05;0.25;0.025;0.1;Sativa;11.19;0.015;0.05;0.215;0.085;0.035;0.18;0.01;1.22;26.17;NA;0.12;NA;0.355;0.02;0.02;0.01;0.24;NA;NA;NA;NA;NA;NA;NA;NA;0.01;0.14;NA;NA;NA;NA;0.0275
98;marionberry-kush;0;0;0.032258065;0.870967742;0.016129032;0.032258065;0;0.016129032;0.016129032;0;0.129032258;0;0.032258065;0.258064516;0.129032258;0.016129032;0;0.032258065;0;0.016129032;0.016129032;0.048387097;0;0.016129032;0;0;0.032258065;0.016129032;0.032258065;0.080645161;0.032258065;0.048387097;0.129032258;0.032258065;0.032258065;0.064516129;0.096774194;0.064516129;0.370967742;0;0.016129032;0;0.016129032;0.016129032;0.096774194;0.032258065;0.016129032;0.064516129;Hybrid;0.088607595;0.417721519;0.17721519;0.443037975;0.291139241;0.202531646;0.670886076;0.189873418;0.746835443;0.189873418;0.151898734;0.126582278;0.544303797;0.012658228;0;0.050632911;0.164556962;0.025316456;0.025316456;Hybrid;20.25;0.13;0.085;0.82;0.2;0.115;NA;NA;NA;NA;NA;0.145;NA;0.43;0.125;0.035;0.08;0.16;NA;NA;NA;0.55;NA;NA;0.01;NA;0.025;NA;NA;0.02;0.015;NA;0.04
99;mazar-kush;0;0;0;0.153846154;0;0.076923077;0;0;0;0;0.076923077;0;0;0.538461538;0;0.153846154;0;0;0;0;0;0;0;0;0.076923077;0.076923077;0;0;0;0.153846154;0;0;0.384615385;0.153846154;0;0.076923077;0.153846154;0;0;0;0;0;0.153846154;0.153846154;0.076923077;0.076923077;0;0.230769231;Indica;0;0.166666667;0.041666667;0.25;0.25;0.125;0.416666667;0.291666667;0.875;0.5;0.125;0.125;0.125;0.083333333;0;0.166666667;0.333333333;0.041666667;0;Indica;11.8;0.15;0.12;0.25;0.14;0.05;NA;NA;NA;NA;NA;0.08;0.01;0.29;0.04;NA;0.06;0.09;NA;NA;NA;NA;NA;0.01;0.02;NA;0.01;NA;NA;NA;NA;NA;0.03
100;mendocino-purps;0.012345679;0;0.012345679;0.469135802;0.012345679;0.012345679;0;0.012345679;0.024691358;0.012345679;0.086419753;0.049382716;0.024691358;0.432098765;0.160493827;0.395061728;0;0.012345679;0.160493827;0.012345679;0;0.012345679;0.012345679;0.012345679;0.012345679;0.024691358;0;0;0.037037037;0.185185185;0;0.024691358;0.197530864;0;0.012345679;0.074074074;0.086419753;0;0.407407407;0.012345679;0.111111111;0;0.024691358;0.024691358;0.024691358;0.012345679;0.086419753;0.271604938;Hybrid;0.107594937;0.227848101;0.208860759;0.607594937;0.170886076;0.253164557;0.594936709;0.424050633;0.601265823;0.341772152;0.113924051;0.126582278;0.303797468;0.018987342;0.037974684;0.196202532;0.360759494;0.088607595;0.03164557;Hybrid;22.5;0.16;0.09;0.99;0.25;0;NA;NA;NA;NA;NA;0.18;NA;1.06;0.02;0.03;NA;0.28;NA;NA;NA;NA;NA;NA;0.03;NA;0.03;NA;NA;NA;NA;NA;0.06
101;mickey-kush;0;0;0.04;0;0;0.04;0;0;0.04;0.04;0.28;0.04;0.04;0.6;0.04;0.12;0.04;0.04;0.04;0.4;0;0.08;0.04;0;0.04;0.12;0;0.12;0.12;0.16;0;0.04;0.16;0;0.08;0.04;0.04;0;0.48;0;0.04;0.04;0.12;0.12;0.04;0.04;0.04;0.12;Sativa;0.111111111;0.377777778;0.466666667;0.488888889;0.377777778;0.2;0.666666667;0.244444444;0.466666667;0.133333333;0.222222222;0.244444444;0.777777778;0;0;0.088888889;0.133333333;0.022222222;0.022222222;Sativa;19.3;0.03;0.07;0.41;0.05;0.03;NA;NA;NA;NA;NA;0.19;0.1;0.2;0.08;0.06;0.06;0.33;NA;NA;NA;0.21;NA;0.03;0.07;NA;0.1;NA;NA;NA;NA;NA;0.12
102;money-maker;0;0;0;0.294117647;0;0;0;0;0;0;0.058823529;0;0;0.647058824;0.117647059;0.058823529;0.058823529;0.117647059;0.117647059;0.117647059;0.058823529;0;0;0.058823529;0.294117647;0;0;0;0.058823529;0.529411765;0;0;0.529411765;0;0;0.235294118;0.294117647;0.058823529;0.235294118;0;0.058823529;0;0;0;0.058823529;0.058823529;0;0.176470588;Indica;0.235294118;0.117647059;0.058823529;0.411764706;0.294117647;0.117647059;0.705882353;0.470588235;0.941176471;0.705882353;0.058823529;0.294117647;0.352941176;0;0.117647059;0.117647059;0.352941176;0;0.058823529;Indica;10.42;0;0.026;0.054;0.02;0.024;NA;NA;NA;NA;NA;0.032;NA;0.22;0.034;0.014;0.056;0.146;NA;NA;NA;NA;NA;NA;NA;NA;0.008;NA;NA;NA;NA;NA;0.068
103;monkey-paw;0;0;0;0.2;0;0;0;0;0.1;0;0.5;0;0;0.2;0;0.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0.4;0.1;0;0;0;0;0.6;0.2;0;0;0;0.1;0;0;0;0;0;0;0.2;Hybrid;0.176470588;0.411764706;0.529411765;0.529411765;0.352941176;0.235294118;0.705882353;0.352941176;0.764705882;0.294117647;0.176470588;0.294117647;0.647058824;0.058823529;0.058823529;0.117647059;0.294117647;0;0.058823529;Hybrid;14.76666667;0.18;0.153333333;0.973333333;0.193333333;0.086666667;NA;NA;NA;NA;NA;0.233333333;NA;0.086666667;0.033333333;0.046666667;0.013333333;0.23;NA;NA;NA;NA;NA;NA;NA;NA;0.04;NA;NA;NA;NA;NA;0.043333333
104;monster-cookies;0.023809524;0;0.035714286;0.202380952;0;0.035714286;0;0;0.047619048;0.011904762;0.107142857;0.023809524;0.023809524;0.452380952;0.119047619;0.380952381;0.023809524;0.023809524;0.071428571;0.011904762;0;0.011904762;0.011904762;0.047619048;0.011904762;0;0.011904762;0;0.035714286;0.107142857;0.011904762;0.023809524;0.130952381;0;0;0.071428571;0.071428571;0;0.416666667;0.011904762;0.035714286;0;0.047619048;0.035714286;0.047619048;0.023809524;0;0.107142857;Indica;0.123188406;0.239130435;0.065217391;0.557971014;0.144927536;0.202898551;0.594202899;0.297101449;0.913043478;0.485507246;0.108695652;0.188405797;0.362318841;0.007246377;0.086956522;0.130434783;0.253623188;0.028985507;0.036231884;Indica;19;0.2;0.1;1.16;0.19;0.09;NA;NA;NA;NA;NA;0.35;NA;0.21;0.05;0.04;0.03;0.12;NA;NA;NA;NA;NA;NA;NA;NA;0.02;NA;NA;NA;NA;NA;NA
105;moonshine-haze;0;0;0;0.028571429;0;0;0;0.028571429;0.028571429;0;0.371428571;0.028571429;0.085714286;0.485714286;0.4;0.085714286;0.057142857;0.057142857;0.028571429;0.114285714;0.114285714;0;0.028571429;0.028571429;0.028571429;0.028571429;0;0;0;0.142857143;0;0;0.114285714;0.028571429;0.057142857;0.028571429;0.142857143;0;0.2;0;0.057142857;0.028571429;0.057142857;0.057142857;0.085714286;0;0;0.285714286;Sativa;0.140625;0.5;0.390625;0.5625;0.265625;0.171875;0.6875;0.140625;0.453125;0.125;0.25;0.21875;0.65625;0.09375;0.046875;0.09375;0.203125;0.046875;0.046875;Sativa;12.75;0.075;0.08;1.045;0.185;0.04;NA;NA;NA;NA;NA;0.045;0.315;0.155;0.085;NA;0.085;0.11;NA;0.035;NA;0.74;NA;NA;NA;NA;NA;NA;NA;0.035;0.015;NA;0.03
106;nyc-diesel;0.011146497;0.007961783;0.001592357;0.017515924;0.001592357;0.00477707;0.00477707;0.001592357;0.063694268;0.00477707;0.098726115;0;0.855095541;0.081210191;0.038216561;0.076433121;0.071656051;0.001592357;0.00955414;0.03343949;0.054140127;0.011146497;0.003184713;0.003184713;0.006369427;0.00477707;0;0;0.011146497;0.052547771;0.00477707;0;0.138535032;0.001592357;0.003184713;0.035031847;0.02866242;0.007961783;0.116242038;0.001592357;0.006369427;0.00477707;0.00477707;0.003184713;0.017515924;0;0.00477707;0.030254777;Hybrid;0.117154812;0.414225941;0.422594142;0.541841004;0.317991632;0.219665272;0.631799163;0.215481172;0.520920502;0.115062762;0.361924686;0.163179916;0.564853556;0.035564854;0.054393305;0.269874477;0.326359833;0.052301255;0.069037657;Hybrid;1.2;0;0;0.22;0;0;0;NA;0.55;NA;20.4;0.06;0.08;0.37;0.07;0.03;0.28;0.18;NA;NA;NA;NA;NA;NA;NA;NA;0.01;NA;NA;NA;NA;NA;0.02
107;ogiesel;0;0;0;0;0;0;0;0;0.125;0;0;0;0.875;0.75;0.125;0;0;0;0;0.125;0;0;0;0;0;0;0;0;0;0.5;0;0;0.25;0.125;0;0.125;0;0;0;0;0;0;0;0;0.125;0;0;0.25;Hybrid;0;0.296296296;0.518518519;0.777777778;0.333333333;0.333333333;0.666666667;0.259259259;0.296296296;0.111111111;0.37037037;0.037037037;0.481481481;0;0.074074074;0.148148148;0.333333333;0.074074074;0.074074074;Hybrid;14.9;0.12;0.07;1.14;0.19;0.12;NA;NA;NA;NA;NA;0.33;NA;0.09;0.04;0.04;0.02;0.33;NA;NA;NA;NA;NA;NA;0.04;NA;0.06;NA;NA;NA;NA;NA;0.07
108;orange-bud;0;0;0;0.007246377;0;0;0;0;0.014492754;0;0.173913043;0;0.007246377;0.072463768;0.007246377;0;0;0;0;0.02173913;0.014492754;0.02173913;0.007246377;0;0;0.913043478;0;0;0;0.007246377;0;0;0.086956522;0;0.007246377;0.094202899;0.014492754;0;0.15942029;0;0.02173913;0.007246377;0.014492754;0.014492754;0.02173913;0;0;0.014492754;Hybrid;0.059405941;0.366336634;0.425742574;0.534653465;0.287128713;0.188118812;0.584158416;0.227722772;0.396039604;0.118811881;0.326732673;0.099009901;0.465346535;0.02970297;0.04950495;0.168316832;0.306930693;0.069306931;0.03960396;Hybrid;0.55;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.92;20.56;NA;0.02;0.09;0.84;0.05;0.06;0.13;NA;0.02;NA;NA;0.02;NA;NA;NA;NA;0.04;0.25;NA;NA;NA;NA;0.08
109;orange-cookies;0;0;0.00591716;0;0;0;0;0;0;0;0.360946746;0.00591716;0.01183432;0.076923077;0.065088757;0.017751479;0.017751479;0.023668639;0;0.017751479;0.01183432;0.00591716;0.01183432;0.017751479;0.00591716;0.887573964;0;0;0;0.029585799;0;0;0.053254438;0;0;0.017751479;0;0;0.230769231;0;0.01183432;0;0.01183432;0.01183432;0.041420118;0.017751479;0;0.00591716;Hybrid;0.12745098;0.362745098;0.333333333;0.539215686;0.333333333;0.176470588;0.676470588;0.196078431;0.715686275;0.12745098;0.215686275;0.254901961;0.539215686;0.019607843;0.058823529;0.117647059;0.196078431;0.029411765;0.049019608;Hybrid;13.28;0.025;0.03;1.485;0.225;0.07;0.01;0.01;0.41;15.66;NA;0.085;0.005;0.215;0.065;0.04;0.05;0.23;0.01;0.015;0.01;0.295;NA;NA;0.025;NA;0.01;0.11;NA;0.02;0.02;0.02;0.07
110;orange-creamsicle;0;0;0.045454545;0;0;0;0;0;0;0;0.318181818;0;0;0.068181818;0.068181818;0.045454545;0.045454545;0.045454545;0;0.045454545;0.045454545;0;0;0;0;0.863636364;0;0;0;0.045454545;0;0;0.159090909;0;0.022727273;0.022727273;0.113636364;0;0.272727273;0;0;0;0.022727273;0.022727273;0.090909091;0.113636364;0;0.090909091;Hybrid;0.129032258;0.290322581;0.387096774;0.677419355;0.387096774;0.322580645;0.677419355;0.129032258;0.741935484;0.096774194;0.322580645;0.258064516;0.64516129;0;0.032258065;0.225806452;0.290322581;0.032258065;0.129032258;Hybrid;22.2;0.16;0.09;1.57;0.28;0.09;NA;NA;NA;NA;NA;0.67;NA;0.05;0.09;0.04;0.07;0.33;0.02;NA;NA;NA;NA;NA;NA;NA;0.01;NA;NA;NA;NA;NA;0.13
111;orange-crush;0;0.002898551;0.005797101;0.034782609;0;0.043478261;0;0;0.002898551;0;0.324637681;0;0.005797101;0.060869565;0.026086957;0.014492754;0.014492754;0.002898551;0;0.014492754;0.005797101;0;0;0.011594203;0.005797101;0.915942029;0;0;0.005797101;0.023188406;0.008695652;0;0.034782609;0.002898551;0.005797101;0.014492754;0.026086957;0.002898551;0.191304348;0;0.008695652;0;0.023188406;0.023188406;0.072463768;0.005797101;0;0.017391304;Hybrid;0.084615385;0.396153846;0.5;0.511538462;0.346153846;0.192307692;0.676923077;0.173076923;0.346153846;0.134615385;0.280769231;0.188461538;0.588461538;0.026923077;0.042307692;0.188461538;0.265384615;0.042307692;0.073076923;Hybrid;0.24;0.01;0.01;0.01;0.01;0.01;0.39;0.01;0.34;10.42;NA;0.09;0.07;0.66;0.02;0.11;0.01;NA;0.02;NA;NA;0.01;NA;NA;0.04;NA;0.03;0.05;NA;NA;NA;NA;NA
112;orange-diesel;0;0;0;0.056603774;0;0.018867925;0.018867925;0;0.094339623;0;0.20754717;0;0.698113208;0.150943396;0.018867925;0;0;0;0;0;0.037735849;0;0;0;0;0.849056604;0;0;0.018867925;0;0;0;0.094339623;0;0.018867925;0.094339623;0.037735849;0;0.037735849;0;0;0;0;0;0;0;0;0.037735849;Hybrid;0.166666667;0.416666667;0.472222222;0.555555556;0.611111111;0.277777778;0.583333333;0.277777778;0.444444444;0.166666667;0.305555556;0.222222222;0.638888889;0.083333333;0.083333333;0.055555556;0.25;0;0.111111111;Hybrid;0.16;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.24;10.54;NA;0.06;0.05;0.26;0.03;0.09;0.03;NA;NA;NA;NA;0.03;NA;NA;0.03;NA;NA;0.06;NA;NA;NA;NA;0.03
113;pennywise;0.007692308;0;0;0.053846154;0;0;0.038461538;0.015384615;0.007692308;0.007692308;0.107692308;0.107692308;0.015384615;0.630769231;0.084615385;0.030769231;0.023076923;0.030769231;0.007692308;0.023076923;0.007692308;0;0.015384615;0.038461538;0.092307692;0.007692308;0;0;0.192307692;0.115384615;0;0.038461538;0.146153846;0.007692308;0.038461538;0.069230769;0.276923077;0;0.184615385;0;0.076923077;0.046153846;0;0;0.007692308;0.007692308;0;0.353846154;Indica;0.099526066;0.203791469;0.17535545;0.369668246;0.369668246;0.127962085;0.549763033;0.222748815;0.843601896;0.36492891;0.104265403;0.165876777;0.393364929;0.033175355;0.047393365;0.118483412;0.194312796;0.052132701;0.014218009;Indica;8.94;5.108;0.044;0.472;0.22;0.05;NA;NA;NA;NA;NA;0.048;0.008;0.212;0.036;0.02;0.088;0.066;NA;NA;NA;0.03;0.004;NA;0.028;0.004;0.008;NA;0.002;NA;NA;NA;0.014
114;permafrost;0.036697248;0;0;0.04587156;0.009174312;0.018348624;0.018348624;0.027522936;0.036697248;0;0.119266055;0.009174312;0;0.550458716;0.110091743;0.018348624;0.009174312;0.027522936;0.036697248;0.027522936;0.027522936;0.009174312;0.018348624;0.137614679;0.055045872;0.036697248;0;0;0.064220183;0.52293578;0.009174312;0;0.247706422;0;0.064220183;0.064220183;0.19266055;0.018348624;0.321100917;0.009174312;0.100917431;0.027522936;0.009174312;0;0.027522936;0;0.018348624;0.266055046;Hybrid;0.107317073;0.4;0.395121951;0.531707317;0.375609756;0.175609756;0.585365854;0.248780488;0.585365854;0.146341463;0.248780488;0.170731707;0.531707317;0.014634146;0.063414634;0.190243902;0.32195122;0.053658537;0.029268293;Hybrid;3.325;0.01;0.013333333;0.288333333;0.013333333;0.013333333;0.118;0.01;1.316;24.076;NA;0.211666667;0.063333333;0.4;0.146666667;0.036666667;0.311666667;0.24;0.021666667;NA;0.011666667;0.013333333;NA;0.018;NA;NA;0.04;0.464;NA;NA;NA;0.012;0.11
115;phantom-cookies;0.013888889;0.027777778;0;0.222222222;0;0;0.055555556;0.013888889;0.069444444;0;0.166666667;0.055555556;0;0.361111111;0.097222222;0.194444444;0.013888889;0.041666667;0;0.069444444;0.027777778;0;0.027777778;0.041666667;0.208333333;0.041666667;0;0;0.013888889;0.152777778;0;0;0.166666667;0;0.041666667;0.013888889;0.111111111;0.013888889;0.486111111;0.013888889;0.013888889;0.013888889;0.013888889;0.013888889;0.027777778;0;0;0.208333333;Hybrid;0.140350877;0.447368421;0.359649123;0.578947368;0.298245614;0.298245614;0.684210526;0.271929825;0.649122807;0.140350877;0.192982456;0.140350877;0.535087719;0.061403509;0.070175439;0.105263158;0.228070175;0.043859649;0.052631579;Hybrid;16.1;0.17;0.12;1.05;0.52;0;NA;NA;NA;NA;NA;0.56;0.03;0.02;0.09;0.05;0.08;0.8;NA;NA;NA;NA;NA;0.02;NA;NA;NA;NA;NA;NA;NA;NA;0.24
116;pineapple-skunk;0;0;0;0;0;0;0.014925373;0.104477612;0.014925373;0;0.089552239;0.014925373;0.014925373;0.089552239;0;0.074626866;0.044776119;0.029850746;0;0;0;0.014925373;0;0.014925373;0.014925373;0.014925373;0;0;0.014925373;0.850746269;0.850746269;0;0.134328358;0;0;0.746268657;0.029850746;0;0.23880597;0;0.014925373;0;0;0;0.104477612;0;0;0;Hybrid;0.093023256;0.186046512;0.046511628;0.581395349;0.162790698;0.209302326;0.511627907;0.209302326;0.744186047;0.162790698;0.11627907;0.255813953;0.558139535;0.023255814;0.11627907;0.11627907;0.395348837;0;0.023255814;Hybrid;19.7;0.22;0.09;1.04;0.17;0.13;NA;NA;NA;NA;NA;0.16;NA;0.36;0.04;0.04;0.02;0.19;NA;NA;NA;NA;NA;NA;NA;NA;0.02;NA;NA;NA;NA;NA;0.04
117;pink-panther;0;0.05;0;0.15;0;0;0;0.05;0;0;0;0;0;0.3;0.2;0;0;0;0.05;0;0;0;0;0;0;0;0.05;0.05;0.05;0.05;0;0.05;0.3;0;0;0.05;0.05;0.05;0.65;0.1;0.05;0;0.15;0.05;0.05;0.05;0;0.05;Hybrid;0.03030303;0.242424242;0.181818182;0.575757576;0.212121212;0.060606061;0.666666667;0.272727273;0.545454545;0.121212121;0.121212121;0.121212121;0.484848485;0;0.090909091;0.121212121;0.333333333;0;0.03030303;Hybrid;16;0.15;0.12;0.44;0.32;0.06;NA;NA;NA;NA;NA;0.08;NA;0.33;NA;0.02;NA;0.3;NA;NA;NA;NA;NA;NA;NA;NA;0.02;NA;NA;NA;NA;NA;0.07
118;platinum-kush;0.005524862;0;0;0.099447514;0;0.005524862;0.005524862;0.016574586;0.011049724;0.022099448;0.099447514;0.011049724;0.049723757;0.502762431;0.138121547;0.055248619;0.016574586;0;0.016574586;0.016574586;0;0.022099448;0.005524862;0.038674033;0.016574586;0.011049724;0.022099448;0;0.016574586;0.121546961;0.011049724;0;0.348066298;0.016574586;0.005524862;0.093922652;0.08839779;0.005524862;0.475138122;0;0.033149171;0;0.055248619;0.055248619;0.033149171;0.005524862;0;0.121546961;Indica;0.126404494;0.27247191;0.106741573;0.561797753;0.196629213;0.235955056;0.603932584;0.356741573;0.735955056;0.43258427;0.199438202;0.185393258;0.362359551;0.036516854;0.064606742;0.199438202;0.331460674;0.039325843;0.047752809;Indica;15.5;0.15;0.2;0.49;0.19;0;NA;NA;NA;NA;NA;0.02;0.08;0.26;0.01;0.01;0.01;1.06;NA;NA;NA;NA;NA;NA;NA;NA;0.04;NA;NA;NA;NA;NA;0.38
